2.000000000000000000e+00 1.000000000000000000e+00 1.556970000000000000e+05 1.556730000000000000e+05 1.021560000000000000e+05 5.463200000000000000e+04 1.051220000000000000e+05
1.000000000000000000e+00 1.000000000000000000e+00 1.028130000000000000e+05 1.027970000000000000e+05 9.651100000000000000e+04 2.921700000000000000e+04 1.022090000000000000e+05
0.000000000000000000e+00 3.000000000000000000e+00 1.242320000000000000e+05 1.242140000000000000e+05 2.447000000000000000e+03 1.425040000000000000e+05 1.167780000000000000e+05
4.000000000000000000e+00 0.000000000000000000e+00 1.193000000000000000e+03 1.193000000000000000e+03 3.694600000000000000e+04 6.261200000000000000e+04 2.371100000000000000e+04
4.000000000000000000e+00 1.000000000000000000e+00 3.598600000000000000e+04 3.597800000000000000e+04 5.982000000000000000e+03 3.485300000000000000e+04 9.265000000000000000e+03
2.000000000000000000e+00 1.000000000000000000e+00 1.548070000000000000e+05 1.547830000000000000e+05 1.248990000000000000e+05 2.390600000000000000e+04 5.237700000000000000e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.590400000000000000e+05 1.590150000000000000e+05 1.491200000000000000e+05 1.264600000000000000e+05 1.401780000000000000e+05
4.000000000000000000e+00 1.000000000000000000e+00 1.453400000000000000e+04 1.453200000000000000e+04 1.274320000000000000e+05 5.282600000000000000e+04 2.649400000000000000e+04
1.000000000000000000e+00 3.000000000000000000e+00 1.020010000000000000e+05 1.019850000000000000e+05 8.530000000000000000e+03 1.439910000000000000e+05 1.277720000000000000e+05
0.000000000000000000e+00 1.000000000000000000e+00 1.247980000000000000e+05 1.247800000000000000e+05 7.669800000000000000e+04 1.000730000000000000e+05 9.152700000000000000e+04
3.000000000000000000e+00 3.000000000000000000e+00 4.969800000000000000e+04 4.969000000000000000e+04 7.197000000000000000e+03 1.487770000000000000e+05 1.059010000000000000e+05
1.000000000000000000e+00 2.000000000000000000e+00 7.621600000000000000e+04 7.620200000000000000e+04 9.843800000000000000e+04 1.463070000000000000e+05 1.388280000000000000e+05
0.000000000000000000e+00 0.000000000000000000e+00 1.094050000000000000e+05 1.093870000000000000e+05 1.399000000000000000e+05 2.632200000000000000e+04 8.782000000000000000e+04
3.000000000000000000e+00 0.000000000000000000e+00 6.463500000000000000e+04 6.462200000000000000e+04 5.776900000000000000e+04 8.080000000000000000e+04 2.090200000000000000e+04
0.000000000000000000e+00 3.000000000000000000e+00 1.300400000000000000e+05 1.300200000000000000e+05 7.470900000000000000e+04 6.653500000000000000e+04 1.551300000000000000e+05
0.000000000000000000e+00 2.000000000000000000e+00 1.149410000000000000e+05 1.149230000000000000e+05 8.657800000000000000e+04 2.005100000000000000e+04 1.332750000000000000e+05
3.000000000000000000e+00 3.000000000000000000e+00 5.421600000000000000e+04 5.420800000000000000e+04 1.611640000000000000e+05 3.752000000000000000e+04 4.827500000000000000e+04
4.000000000000000000e+00 0.000000000000000000e+00 1.121200000000000000e+04 1.121100000000000000e+04 1.040010000000000000e+05 6.412700000000000000e+04 1.642000000000000000e+03
3.000000000000000000e+00 3.000000000000000000e+00 4.510800000000000000e+04 4.510000000000000000e+04 1.596300000000000000e+05 2.732000000000000000e+04 6.420200000000000000e+04
1.000000000000000000e+00 0.000000000000000000e+00 7.768400000000000000e+04 7.767000000000000000e+04 5.854200000000000000e+04 1.341350000000000000e+05 1.240980000000000000e+05
3.000000000000000000e+00 2.000000000000000000e+00 6.026200000000000000e+04 6.025100000000000000e+04 3.331100000000000000e+04 1.061490000000000000e+05 1.471490000000000000e+05
2.000000000000000000e+00 3.000000000000000000e+00 1.467800000000000000e+05 1.467590000000000000e+05 1.622860000000000000e+05 2.084200000000000000e+04 2.889100000000000000e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.360230000000000000e+05 1.360030000000000000e+05 1.153640000000000000e+05 8.217200000000000000e+04 6.441000000000000000e+03
1.000000000000000000e+00 0.000000000000000000e+00 9.034100000000000000e+04 9.032700000000000000e+04 7.150300000000000000e+04 1.520840000000000000e+05 9.983700000000000000e+04
0.000000000000000000e+00 2.000000000000000000e+00 1.266550000000000000e+05 1.266350000000000000e+05 1.268360000000000000e+05 1.664600000000000000e+04 8.340600000000000000e+04
3.000000000000000000e+00 1.000000000000000000e+00 5.486300000000000000e+04 5.485500000000000000e+04 4.909600000000000000e+04 8.615800000000000000e+04 4.350100000000000000e+04
4.000000000000000000e+00 0.000000000000000000e+00 2.305800000000000000e+04 2.305400000000000000e+04 9.922000000000000000e+04 1.487300000000000000e+04 1.084130000000000000e+05
1.000000000000000000e+00 2.000000000000000000e+00 8.280600000000000000e+04 8.279200000000000000e+04 4.878100000000000000e+04 2.270300000000000000e+04 6.738400000000000000e+04
0.000000000000000000e+00 1.000000000000000000e+00 1.146630000000000000e+05 1.146450000000000000e+05 4.871200000000000000e+04 1.669400000000000000e+04 7.369200000000000000e+04
4.000000000000000000e+00 0.000000000000000000e+00 8.079000000000000000e+03 8.078000000000000000e+03 6.282900000000000000e+04 1.344250000000000000e+05 5.137600000000000000e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.595270000000000000e+05 1.595020000000000000e+05 1.167890000000000000e+05 2.397700000000000000e+04 1.212830000000000000e+05
2.000000000000000000e+00 3.000000000000000000e+00 1.364490000000000000e+05 1.364290000000000000e+05 1.124620000000000000e+05 1.493820000000000000e+05 1.583800000000000000e+05
0.000000000000000000e+00 2.000000000000000000e+00 1.309600000000000000e+05 1.309400000000000000e+05 9.065700000000000000e+04 4.808500000000000000e+04 1.406810000000000000e+05
3.000000000000000000e+00 0.000000000000000000e+00 7.331400000000000000e+04 7.330000000000000000e+04 1.158250000000000000e+05 8.384500000000000000e+04 1.691600000000000000e+04
0.000000000000000000e+00 3.000000000000000000e+00 1.114600000000000000e+05 1.114420000000000000e+05 3.196000000000000000e+04 8.582100000000000000e+04 1.336240000000000000e+05
4.000000000000000000e+00 2.000000000000000000e+00 8.143000000000000000e+03 8.142000000000000000e+03 3.186500000000000000e+04 1.440800000000000000e+05 7.767300000000000000e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.507570000000000000e+05 1.507360000000000000e+05 7.875100000000000000e+04 1.558890000000000000e+05 2.742100000000000000e+04
0.000000000000000000e+00 3.000000000000000000e+00 1.286300000000000000e+05 1.286100000000000000e+05 8.736900000000000000e+04 1.357340000000000000e+05 1.438850000000000000e+05
